Record_ID,Venue_ID,Venue_Name,Venue_Category,Subcategory,Latitude,Longitude,Street_Address,Neighborhood,Ward,Zip_Code,Distance_to_Metro,Nearest_Metro_Station,Metro_Line,Date,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday,Season,Tourist_Season,Has_Braille_Signage,Has_Large_Print_Materials,Has_Audio_Tour,Has_Tactile_Maps,Guide_Dog_Friendly,Wheelchair_Accessible_Entrance,Has_Elevator,Wheelchair_Accessible_Restrooms,Average_Wait_Time,Reservations_Available,Noise_Level_Rating,Price_Range,Accessibility_Rating,Overall_Rating,Last_Verified_Date,Verified_By
REST_FOUNDING_FARMERS_2022-07-30,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.36,Metro_Center,Red,2022-07-30,Saturday,July,2022,true,false,Summer,High,true,true,false,false,true,true,false,true,28,true,4,$$,55,4.1,,
REST_FOUNDING_FARMERS_2022-08-06,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.86,Metro_Center,Red,2022-08-06,Saturday,August,2022,true,false,Summer,High,true,true,false,false,true,true,false,true,24,true,4,$$,54,4.1,,
REST_FOUNDING_FARMERS_2022-08-13,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.24,Metro_Center,Red,2022-08-13,Saturday,August,2022,true,false,Summer,High,true,true,false,false,true,true,false,true,24,true,4,$$,60,4.2,,
REST_FOUNDING_FARMERS_2022-08-20,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.18,Metro_Center,Red,2022-08-20,Saturday,August,2022,true,false,Summer,High,true,true,false,false,true,true,false,true,35,true,4,$$,59,4.2,,
REST_FOUNDING_FARMERS_2022-08-27,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.49,Metro_Center,Red,2022-08-27,Saturday,August,2022,true,false,Summer,High,true,true,false,false,true,true,false,true,21,true,4,$$,59,4.2,,
REST_FOUNDING_FARMERS_2022-09-03,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.14,Metro_Center,Red,2022-09-03,Saturday,September,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,28,true,4,$$,56,4.1,,
REST_FOUNDING_FARMERS_2022-09-10,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.47,Metro_Center,Red,2022-09-10,Saturday,September,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,26,true,4,$$,58,4.2,,
REST_FOUNDING_FARMERS_2022-09-17,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.66,Metro_Center,Red,2022-09-17,Saturday,September,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,21,true,4,$$,61,4.2,,
REST_FOUNDING_FARMERS_2022-09-24,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.49,Metro_Center,Red,2022-09-24,Saturday,September,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,22,true,4,$$,58,4.2,,
REST_FOUNDING_FARMERS_2022-10-01,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.31,Metro_Center,Red,2022-10-01,Saturday,October,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,25,true,4,$$,56,4.1,2022-10-01,User_Review
REST_FOUNDING_FARMERS_2022-10-08,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.23,Metro_Center,Red,2022-10-08,Saturday,October,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,35,false,4,$$,56,4.1,,
REST_FOUNDING_FARMERS_2022-10-15,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.71,Metro_Center,Red,2022-10-15,Saturday,October,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,35,true,4,$$,59,4.2,,
REST_FOUNDING_FARMERS_2022-10-22,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.14,Metro_Center,Red,2022-10-22,Saturday,October,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,21,true,4,$$,57,4.1,,
REST_FOUNDING_FARMERS_2022-10-29,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.29,Metro_Center,Red,2022-10-29,Saturday,October,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,34,false,4,$$,61,4.2,,
REST_FOUNDING_FARMERS_2022-11-05,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.3,Metro_Center,Red,2022-11-05,Saturday,November,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,22,true,4,$$,61,4.2,,
REST_FOUNDING_FARMERS_2022-11-12,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.96,Metro_Center,Red,2022-11-12,Saturday,November,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,30,true,4,$$,55,4.1,,
REST_FOUNDING_FARMERS_2022-11-19,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.9,Metro_Center,Red,2022-11-19,Saturday,November,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,32,false,4,$$,59,4.2,,
REST_FOUNDING_FARMERS_2022-11-26,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.93,Metro_Center,Red,2022-11-26,Saturday,November,2022,true,false,Fall,Low,true,true,false,false,true,true,false,true,26,true,4,$$,59,4.2,,
REST_FOUNDING_FARMERS_2022-12-03,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.65,Metro_Center,Red,2022-12-03,Saturday,December,2022,true,false,Winter,Low,true,true,false,false,true,true,false,true,27,false,4,$$,58,4.2,,
REST_FOUNDING_FARMERS_2022-12-10,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2022-12-10,Saturday,December,2022,true,false,Winter,Low,true,true,false,false,true,true,false,true,22,true,4,$$,56,4.1,,
REST_FOUNDING_FARMERS_2022-12-17,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.99,Metro_Center,Red,2022-12-17,Saturday,December,2022,true,false,Winter,Low,true,true,false,false,true,true,false,true,22,true,4,$$,56,4.1,,
REST_FOUNDING_FARMERS_2022-12-24,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.32,Metro_Center,Red,2022-12-24,Saturday,December,2022,true,false,Winter,Low,true,true,false,false,true,true,false,true,32,false,4,$$,60,4.2,,
REST_FOUNDING_FARMERS_2022-12-31,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.12,Metro_Center,Red,2022-12-31,Saturday,December,2022,true,false,Winter,Low,true,true,false,false,true,true,false,true,24,true,4,$$,60,4.2,,
REST_FOUNDING_FARMERS_2023-01-07,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.4,Metro_Center,Red,2023-01-07,Saturday,January,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,32,true,4,$$,72,4.4,,
REST_FOUNDING_FARMERS_2023-01-14,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,1.4,Metro_Center,Red,2023-01-14,Saturday,January,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,33,true,4,$$,77,4.5,,
REST_FOUNDING_FARMERS_2023-01-21,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.23,Metro_Center,Red,2023-01-21,Saturday,January,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,26,false,4,$$,74,4.5,,
REST_FOUNDING_FARMERS_2023-01-28,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.42,Metro_Center,Red,2023-01-28,Saturday,January,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,26,true,4,$$,79,4.6,,
REST_FOUNDING_FARMERS_2023-02-04,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2023-02-04,Saturday,February,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,22,false,4,$$,80,4.6,,
REST_FOUNDING_FARMERS_2023-02-11,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.42,Metro_Center,Red,2023-02-11,Saturday,February,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,30,false,4,$$,81,4.6,,
REST_FOUNDING_FARMERS_2023-02-18,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,1.81,Metro_Center,Red,2023-02-18,Saturday,February,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,25,true,4,$$,71,4.4,,
REST_FOUNDING_FARMERS_2023-02-25,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.28,Metro_Center,Red,2023-02-25,Saturday,February,2023,true,false,Winter,Low,true,true,false,false,true,true,false,true,30,true,4,$$,75,4.5,,
REST_FOUNDING_FARMERS_2023-03-04,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2023-03-04,Saturday,March,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,22,true,4,$$,80,4.6,,
REST_FOUNDING_FARMERS_2023-03-11,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.46,Metro_Center,Red,2023-03-11,Saturday,March,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,22,false,4,$$,71,4.4,,
REST_FOUNDING_FARMERS_2023-03-18,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.11,Metro_Center,Red,2023-03-18,Saturday,March,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,32,false,4,$$,72,4.4,,
REST_FOUNDING_FARMERS_2023-03-25,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.47,Metro_Center,Red,2023-03-25,Saturday,March,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,32,true,4,$$,75,4.5,,
REST_FOUNDING_FARMERS_2023-04-01,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,1.69,Metro_Center,Red,2023-04-01,Saturday,April,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,22,false,4,$$,73,4.5,2023-04-01,User_Review
REST_FOUNDING_FARMERS_2023-04-08,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.8,Metro_Center,Red,2023-04-08,Saturday,April,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,31,true,4,$$,73,4.5,,
REST_FOUNDING_FARMERS_2023-04-15,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.58,Metro_Center,Red,2023-04-15,Saturday,April,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,25,false,4,$$,71,4.4,,
REST_FOUNDING_FARMERS_2023-04-22,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.28,Metro_Center,Red,2023-04-22,Saturday,April,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,23,false,4,$$,74,4.5,,
REST_FOUNDING_FARMERS_2023-04-29,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,1.46,Metro_Center,Red,2023-04-29,Saturday,April,2023,true,false,Spring,Low,true,true,false,false,true,true,false,true,25,true,4,$$,72,4.4,,
REST_FOUNDING_FARMERS_2023-05-06,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.15,Metro_Center,Red,2023-05-06,Saturday,May,2023,true,false,Spring,High,true,true,false,false,true,true,false,true,32,false,4,$$,77,4.5,,
REST_FOUNDING_FARMERS_2023-05-13,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.43,Metro_Center,Red,2023-05-13,Saturday,May,2023,true,false,Spring,High,true,true,false,false,true,true,false,true,26,true,4,$$,79,4.6,,
REST_FOUNDING_FARMERS_2023-05-20,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.28,Metro_Center,Red,2023-05-20,Saturday,May,2023,true,false,Spring,High,true,true,false,false,true,true,false,true,35,false,4,$$,71,4.4,,
REST_FOUNDING_FARMERS_2023-05-27,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.19,Metro_Center,Red,2023-05-27,Saturday,May,2023,true,false,Spring,High,true,true,false,false,true,true,false,true,29,false,4,$$,77,4.5,,
REST_FOUNDING_FARMERS_2023-06-03,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.4,Metro_Center,Red,2023-06-03,Saturday,June,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,32,true,4,$$,80,4.6,,
REST_FOUNDING_FARMERS_2023-06-10,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,1.22,Metro_Center,Red,2023-06-10,Saturday,June,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,26,false,4,$$,73,4.5,,
REST_FOUNDING_FARMERS_2023-06-17,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.17,Metro_Center,Red,2023-06-17,Saturday,June,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,27,false,4,$$,80,4.6,,
REST_FOUNDING_FARMERS_2023-06-24,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.4,Metro_Center,Red,2023-06-24,Saturday,June,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,29,true,4,$$,81,4.6,,
REST_FOUNDING_FARMERS_2023-07-01,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.25,Metro_Center,Red,2023-07-01,Saturday,July,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,34,true,4,$$,72,4.4,2023-07-01,User_Review
REST_FOUNDING_FARMERS_2023-07-08,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.33,Metro_Center,Red,2023-07-08,Saturday,July,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,33,true,4,$$,77,4.5,,
REST_FOUNDING_FARMERS_2023-07-15,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.45,Metro_Center,Red,2023-07-15,Saturday,July,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,26,false,4,$$,78,4.6,,
REST_FOUNDING_FARMERS_2023-07-22,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2023-07-22,Saturday,July,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,24,true,4,$$,79,4.6,,
REST_FOUNDING_FARMERS_2023-07-29,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.24,Metro_Center,Red,2023-07-29,Saturday,July,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,33,true,4,$$,76,4.5,,
REST_FOUNDING_FARMERS_2023-08-05,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.34,Metro_Center,Red,2023-08-05,Saturday,August,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,20,false,4,$$,73,4.5,,
REST_FOUNDING_FARMERS_2023-08-12,REST_FOUNDING_FARMERS,Founding Farmers,Restaurant,American,38.9017,-77.0405,,Foggy Bottom,2,20037,0.34,Metro_Center,Red,2023-08-12,Saturday,August,2023,true,false,Summer,High,true,true,false,false,true,true,false,true,22,true,4,$$,81,4.6,,
