Record_ID,Venue_ID,Venue_Name,Venue_Category,Subcategory,Latitude,Longitude,Street_Address,Neighborhood,Ward,Zip_Code,Distance_to_Metro,Nearest_Metro_Station,Metro_Line,Date,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday,Season,Tourist_Season,Has_Braille_Signage,Has_Large_Print_Materials,Has_Audio_Tour,Has_Tactile_Maps,Guide_Dog_Friendly,Wheelchair_Accessible_Entrance,Has_Elevator,Wheelchair_Accessible_Restrooms,Daily_Rate,Occupancy_Rate,Accessibility_Room_Available,Accessibility_Rating,Overall_Rating,Last_Verified_Date,Verified_By
HOTEL_WATERGATE_2022-01-15,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.47,Metro_Center,Red,2022-01-15,Saturday,January,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,64.4,true,65,4.5,,
HOTEL_WATERGATE_2022-01-16,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.77,Metro_Center,Red,2022-01-16,Sunday,January,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,59.2,true,61,4.4,,
HOTEL_WATERGATE_2022-01-17,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.19,Metro_Center,Red,2022-01-17,Monday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,64.9,false,67,4.5,,
HOTEL_WATERGATE_2022-01-18,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.93,Metro_Center,Red,2022-01-18,Tuesday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,70.0,false,59,4.4,,
HOTEL_WATERGATE_2022-01-19,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.13,Metro_Center,Red,2022-01-19,Wednesday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,53.1,true,68,4.5,,
HOTEL_WATERGATE_2022-01-20,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.32,Metro_Center,Red,2022-01-20,Thursday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,57.6,false,66,4.5,,
HOTEL_WATERGATE_2022-01-21,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.31,Metro_Center,Red,2022-01-21,Friday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,68.8,false,59,4.4,,
HOTEL_WATERGATE_2022-01-22,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2022-01-22,Saturday,January,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,55.3,false,59,4.4,,
HOTEL_WATERGATE_2022-01-23,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.76,Metro_Center,Red,2022-01-23,Sunday,January,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,50.1,false,62,4.4,,
HOTEL_WATERGATE_2022-01-24,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.36,Metro_Center,Red,2022-01-24,Monday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,60.2,true,68,4.5,,
HOTEL_WATERGATE_2022-01-25,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.41,Metro_Center,Red,2022-01-25,Tuesday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,62.2,true,60,4.4,,
HOTEL_WATERGATE_2022-01-26,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.14,Metro_Center,Red,2022-01-26,Wednesday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,60.6,true,63,4.4,,
HOTEL_WATERGATE_2022-01-27,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.2,Metro_Center,Red,2022-01-27,Thursday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,57.3,false,62,4.4,,
HOTEL_WATERGATE_2022-01-28,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.99,Metro_Center,Red,2022-01-28,Friday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,61.3,true,65,4.5,,
HOTEL_WATERGATE_2022-01-29,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.32,Metro_Center,Red,2022-01-29,Saturday,January,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,60.7,true,68,4.5,,
HOTEL_WATERGATE_2022-01-30,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.93,Metro_Center,Red,2022-01-30,Sunday,January,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,55.3,false,64,4.5,,
HOTEL_WATERGATE_2022-01-31,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.37,Metro_Center,Red,2022-01-31,Monday,January,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,65.1,false,62,4.4,,
HOTEL_WATERGATE_2022-02-01,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.19,Metro_Center,Red,2022-02-01,Tuesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,57.5,false,65,4.5,2022-02-01,Staff_Report
HOTEL_WATERGATE_2022-02-02,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.1,Metro_Center,Red,2022-02-02,Wednesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,56.8,false,61,4.4,,
HOTEL_WATERGATE_2022-02-03,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.86,Metro_Center,Red,2022-02-03,Thursday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,64.2,true,59,4.4,,
HOTEL_WATERGATE_2022-02-04,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.32,Metro_Center,Red,2022-02-04,Friday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,51.4,true,68,4.5,,
HOTEL_WATERGATE_2022-02-05,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.41,Metro_Center,Red,2022-02-05,Saturday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,64.5,false,67,4.5,,
HOTEL_WATERGATE_2022-02-06,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.24,Metro_Center,Red,2022-02-06,Sunday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,66.1,true,59,4.4,,
HOTEL_WATERGATE_2022-02-07,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.49,Metro_Center,Red,2022-02-07,Monday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,58.2,false,58,4.4,,
HOTEL_WATERGATE_2022-02-08,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.55,Metro_Center,Red,2022-02-08,Tuesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,52.0,false,63,4.4,,
HOTEL_WATERGATE_2022-02-09,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.21,Metro_Center,Red,2022-02-09,Wednesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,53.8,false,60,4.4,,
HOTEL_WATERGATE_2022-02-10,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.93,Metro_Center,Red,2022-02-10,Thursday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,55.0,false,65,4.5,,
HOTEL_WATERGATE_2022-02-11,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.98,Metro_Center,Red,2022-02-11,Friday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,52.0,false,66,4.5,,
HOTEL_WATERGATE_2022-02-12,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.29,Metro_Center,Red,2022-02-12,Saturday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,68.5,false,60,4.4,,
HOTEL_WATERGATE_2022-02-13,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.49,Metro_Center,Red,2022-02-13,Sunday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,67.3,false,60,4.4,,
HOTEL_WATERGATE_2022-02-14,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.38,Metro_Center,Red,2022-02-14,Monday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,55.3,false,65,4.5,,
HOTEL_WATERGATE_2022-02-15,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.58,Metro_Center,Red,2022-02-15,Tuesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,64.6,false,68,4.5,,
HOTEL_WATERGATE_2022-02-16,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.53,Metro_Center,Red,2022-02-16,Wednesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,55.9,false,67,4.5,,
HOTEL_WATERGATE_2022-02-17,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.44,Metro_Center,Red,2022-02-17,Thursday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,56.3,true,65,4.5,,
HOTEL_WATERGATE_2022-02-18,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.53,Metro_Center,Red,2022-02-18,Friday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,53.1,false,59,4.4,,
HOTEL_WATERGATE_2022-02-19,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.46,Metro_Center,Red,2022-02-19,Saturday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,51.4,false,64,4.5,,
HOTEL_WATERGATE_2022-02-20,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.36,Metro_Center,Red,2022-02-20,Sunday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,54.9,false,67,4.5,,
HOTEL_WATERGATE_2022-02-21,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.39,Metro_Center,Red,2022-02-21,Monday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,61.3,false,62,4.4,,
HOTEL_WATERGATE_2022-02-22,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.28,Metro_Center,Red,2022-02-22,Tuesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,54.8,false,68,4.5,,
HOTEL_WATERGATE_2022-02-23,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.5,Metro_Center,Red,2022-02-23,Wednesday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,68.6,false,58,4.4,,
HOTEL_WATERGATE_2022-02-24,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.15,Metro_Center,Red,2022-02-24,Thursday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,69.9,true,61,4.4,,
HOTEL_WATERGATE_2022-02-25,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2022-02-25,Friday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,57.0,true,61,4.4,,
HOTEL_WATERGATE_2022-02-26,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.81,Metro_Center,Red,2022-02-26,Saturday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,66.7,false,67,4.5,,
HOTEL_WATERGATE_2022-02-27,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.37,Metro_Center,Red,2022-02-27,Sunday,February,2022,true,false,Winter,Low,false,false,false,false,true,true,true,true,280,60.6,false,66,4.5,,
HOTEL_WATERGATE_2022-02-28,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.87,Metro_Center,Red,2022-02-28,Monday,February,2022,false,false,Winter,Low,false,false,false,false,true,true,true,true,280,68.8,true,59,4.4,,
HOTEL_WATERGATE_2022-03-01,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.6,Metro_Center,Red,2022-03-01,Tuesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,68.1,true,61,4.4,2022-03-01,Staff_Report
HOTEL_WATERGATE_2022-03-02,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.46,Metro_Center,Red,2022-03-02,Wednesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,77.7,true,65,4.5,,
HOTEL_WATERGATE_2022-03-03,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.23,Metro_Center,Red,2022-03-03,Thursday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,66.0,false,62,4.4,,
HOTEL_WATERGATE_2022-03-04,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.78,Metro_Center,Red,2022-03-04,Friday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,67.6,false,60,4.4,,
HOTEL_WATERGATE_2022-03-05,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.69,Metro_Center,Red,2022-03-05,Saturday,March,2022,true,false,Spring,Medium,false,false,false,false,true,true,true,true,350,73.6,true,59,4.4,,
HOTEL_WATERGATE_2022-03-06,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.16,Metro_Center,Red,2022-03-06,Sunday,March,2022,true,false,Spring,Medium,false,false,false,false,true,true,true,true,350,68.0,true,63,4.4,,
HOTEL_WATERGATE_2022-03-07,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.61,Metro_Center,Red,2022-03-07,Monday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,67.5,false,58,4.4,,
HOTEL_WATERGATE_2022-03-08,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.7,Metro_Center,Red,2022-03-08,Tuesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,70.0,true,66,4.5,,
HOTEL_WATERGATE_2022-03-09,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.99,Metro_Center,Red,2022-03-09,Wednesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,77.4,true,61,4.4,,
HOTEL_WATERGATE_2022-03-10,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.47,Metro_Center,Red,2022-03-10,Thursday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,81.2,false,58,4.4,,
HOTEL_WATERGATE_2022-03-11,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.91,Metro_Center,Red,2022-03-11,Friday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,80.6,false,68,4.5,,
HOTEL_WATERGATE_2022-03-12,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.12,Metro_Center,Red,2022-03-12,Saturday,March,2022,true,false,Spring,Medium,false,false,false,false,true,true,true,true,350,70.3,false,59,4.4,,
HOTEL_WATERGATE_2022-03-13,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.43,Metro_Center,Red,2022-03-13,Sunday,March,2022,true,false,Spring,Medium,false,false,false,false,true,true,true,true,350,74.4,true,65,4.5,,
HOTEL_WATERGATE_2022-03-14,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.23,Metro_Center,Red,2022-03-14,Monday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,82.4,true,68,4.5,,
HOTEL_WATERGATE_2022-03-15,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.3,Metro_Center,Red,2022-03-15,Tuesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,82.3,false,62,4.4,,
HOTEL_WATERGATE_2022-03-16,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.12,Metro_Center,Red,2022-03-16,Wednesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,78.6,false,63,4.4,,
HOTEL_WATERGATE_2022-03-17,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.34,Metro_Center,Red,2022-03-17,Thursday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,84.4,true,62,4.4,,
HOTEL_WATERGATE_2022-03-18,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.3,Metro_Center,Red,2022-03-18,Friday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,71.9,false,64,4.5,,
HOTEL_WATERGATE_2022-03-19,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.27,Metro_Center,Red,2022-03-19,Saturday,March,2022,true,false,Spring,Medium,false,false,false,false,true,true,true,true,350,72.7,false,62,4.4,,
HOTEL_WATERGATE_2022-03-20,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.87,Metro_Center,Red,2022-03-20,Sunday,March,2022,true,false,Spring,Medium,false,false,false,false,true,true,true,true,350,75.4,false,68,4.5,,
HOTEL_WATERGATE_2022-03-21,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,1.92,Metro_Center,Red,2022-03-21,Monday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,78.4,false,59,4.4,,
HOTEL_WATERGATE_2022-03-22,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.65,Metro_Center,Red,2022-03-22,Tuesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,77.5,false,59,4.4,,
HOTEL_WATERGATE_2022-03-23,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.32,Metro_Center,Red,2022-03-23,Wednesday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,71.2,false,64,4.5,,
HOTEL_WATERGATE_2022-03-24,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.46,Metro_Center,Red,2022-03-24,Thursday,March,2022,false,false,Spring,Medium,false,false,false,false,true,true,true,true,350,68.8,false,64,4.5,,
HOTEL_WATERGATE_2022-03-25,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.65,Metro_Center,Red,2022-03-25,Friday,March,2022,false,true,Spring,High,false,false,false,false,true,true,true,true,490,100,false,66,4.5,,
HOTEL_WATERGATE_2022-03-26,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.29,Metro_Center,Red,2022-03-26,Saturday,March,2022,true,true,Spring,High,false,false,false,false,true,true,true,true,490,99.2,false,67,4.5,,
HOTEL_WATERGATE_2022-03-27,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.98,Metro_Center,Red,2022-03-27,Sunday,March,2022,true,true,Spring,High,false,false,false,false,true,true,true,true,490,100,false,65,4.5,,
HOTEL_WATERGATE_2022-03-28,HOTEL_WATERGATE,The Watergate Hotel,Hotel,Luxury,38.8973,-77.0566,,Foggy Bottom,2,20037,0.35,Metro_Center,Red,2022-03-28,Monday,March,2022,false,true,Spring,High,false,false,false,false,true,true,true,true,490,100,false,62,4.4,,
